date,NO2 1-Hour Mean Concentration Calibrated [ppb],NO2 1-Hour Mean Concentration Raw [ppb],PM1 1-Hour Mean Mass Concentration Raw [ug/m3],PM10 1-Hour Mean Mass Concentration Raw [ug/m3],PM2.5 1-Hour Mean Mass Concentration Raw [ug/m3],PM2.5 NowCast AQI (US EPA),PM2.5 NowCast Mass Concentration [ug/m3],humidity,latitude,longitude,pm1.0_atm,pm1.0_atm_a,pm1.0_atm_b,pm10.0_atm,pm10.0_atm_a,pm10.0_atm_b,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,pressure,temperature
,,30.45,10.09,18.58,13.96,44.0,10.62,80.62,4.687633756,-74.16129282,,,,,,,10.33,,,,12.7
,,28.69,20.44,47.02,32.31,67.0,19.57,81.46,4.687633756,-74.16129282,,,,,,,20.18,,,,13.31
,,30.01,16.26,40.59,25.21,65.0,18.63,75.74,4.687633756,-74.16129282,,,,,,,16.37,,,,13.81
,,35.54,11.58,23.91,17.2,60.0,16.61,84.24,4.687633756,-74.16129282,,,,,,,12.07,,,,13.69
,,25.51,8.25,19.15,13.11,45.0,10.9,75.29,4.687633756,-74.16129282,,,,,,,9.87,,,,13.68
,,23.29,12.13,27.7,19.3,55.0,14.19,76.08,4.687633756,-74.16129282,,,,,,,13.2,,,,14.54
,,25.33,15.5,37.91,24.11,58.0,15.2,78.08,4.687633756,-74.16129282,,,,,,,15.78,,,,13.0
,,26.99,12.09,28.47,18.68,58.0,15.49,73.35,4.687633756,-74.16129282,,,,,,,12.87,,,,14.33
,,23.45,37.51,86.61,58.54,85.0,28.05,71.71,4.687633756,-74.16129282,,,,,,,34.26,,,,13.93
,,35.6,27.97,65.17,45.55,79.0,25.62,85.29,4.687633756,-74.16129282,,,,,,,27.29,,,,13.17
,,29.09,11.18,25.57,17.16,53.0,13.03,74.32,4.687633756,-74.16129282,,,,,,,12.05,,,,13.77
,,29.17,17.18,36.46,25.84,56.0,14.25,74.95,4.687633756,-74.16129282,,,,,,,16.71,,,,13.03
,,26.4,13.98,33.01,22.59,62.0,17.45,63.97,4.687633756,-74.16129282,,,,,,,14.97,,,,15.31
,,26.81,20.42,49.18,31.17,67.0,19.53,73.87,4.687633756,-74.16129282,,,,,,,19.57,,,,14.16
,,18.81,5.98,14.06,9.01,48.0,11.6,65.57,4.687633756,-74.16129282,,,,,,,7.67,,,,14.22
,,35.56,11.23,21.76,16.31,56.0,14.66,69.49,4.687633756,-74.16129282,,,,,,,11.59,,,,14.08
,,31.3,47.94,124.17,83.86,114.0,40.93,82.48,4.687633756,-74.16129282,,,,,,,47.85,,,,13.72
,,32.16,27.99,63.34,46.06,87.0,29.03,86.88,4.687633756,-74.16129282,,,,,,,27.56,,,,13.66
,,28.32,12.53,29.51,20.69,52.0,12.55,82.05,4.687633756,-74.16129282,,,,,,,13.94,,,,11.99
,,26.32,12.16,25.84,18.03,54.0,13.43,71.95,4.687633756,-74.16129282,,,,,,,12.52,,,,13.56
,,28.7,15.57,35.63,24.43,65.0,18.61,81.76,4.687633756,-74.16129282,,,,,,,15.95,,,,13.15
,,23.99,6.83,26.15,13.08,56.0,14.7,63.77,4.687633756,-74.16129282,,,,,,,9.86,,,,13.04
,,32.61,15.18,40.51,24.45,60.0,16.44,70.65,4.687633756,-74.16129282,,,,,,,15.96,,,,14.39
,,38.16,4.43,10.34,6.45,39.0,9.24,73.53,4.687633756,-74.16129282,,,,,,,6.3,,,,13.79
,,27.02,11.99,26.68,18.41,55.0,13.92,74.91,4.687633756,-74.16129282,,,,,,,12.72,,,,12.72
,,23.43,10.05,22.41,16.76,52.0,12.4,71.42,4.687633756,-74.16129282,,,,,,,11.83,,,,15.71
,,29.88,23.19,56.61,38.37,75.0,23.35,70.59,4.687633756,-74.16129282,,,,,,,23.43,,,,13.3
,,35.77,22.91,53.79,37.65,72.0,22.32,70.59,4.687633756,-74.16129282,,,,,,,23.05,,,,14.03
,,31.36,22.06,51.87,35.82,71.0,21.73,65.97,4.687633756,-74.16129282,,,,,,,22.07,,,,15.27
,,30.01,33.58,77.81,53.25,87.0,29.08,65.6,4.687633756,-74.16129282,,,,,,,31.42,,,,14.52
,,39.17,37.97,86.14,60.3,110.0,39.12,78.79,4.687633756,-74.16129282,,,,,,,35.2,,,,12.76
,,22.28,12.57,32.54,22.08,62.0,17.43,68.28,4.687633756,-74.16129282,,,,,,,14.69,,,,14.56
,,35.69,10.18,26.4,18.35,54.0,13.66,71.42,4.687633756,-74.16129282,,,,,,,12.69,,,,14.64
,,29.16,23.9,50.42,36.02,72.0,22.03,75.68,4.687633756,-74.16129282,,,,,,,22.17,,,,13.09
,,32.32,14.53,28.81,21.81,83.0,27.55,74.77,4.687633756,-74.16129282,,,,,,,14.54,,,,13.84
,,29.32,19.49,39.33,29.18,65.0,18.99,75.37,4.687633756,-74.16129282,,,,,,,18.5,,,,14.53
,,41.04,30.35,60.61,44.41,77.0,24.49,77.39,4.687633756,-74.16129282,,,,,,,26.67,,,,13.94
,,33.87,29.23,65.82,46.09,101.0,35.42,82.56,4.687633756,-74.16129282,,,,,,,27.58,,,,13.53
,,26.38,1.62,6.95,2.55,27.0,6.4,80.14,4.687633756,-74.16129282,,,,,,,4.21,,,,12.33
,,29.21,45.41,118.59,86.84,139.0,51.13,71.73,4.687633756,-74.16129282,,,,,,,49.45,,,,13.45
,,30.76,17.41,40.92,30.23,70.0,20.91,69.85,4.687633756,-74.16129282,,,,,,,19.07,,,,15.59
,,29.34,11.19,26.04,17.89,59.0,15.81,68.8,4.687633756,-74.16129282,,,,,,,12.44,,,,14.77
,,38.63,21.9,54.2,36.24,74.0,22.95,72.18,4.687633756,-74.16129282,,,,,,,22.29,,,,13.42
,,32.95,19.2,42.5,30.65,69.0,20.89,67.37,4.687633756,-74.16129282,,,,,,,19.29,,,,13.72
,,30.88,18.24,42.81,27.56,60.0,16.34,67.58,4.687633756,-74.16129282,,,,,,,17.63,,,,13.86
,,26.6,4.21,9.94,5.76,30.0,7.23,68.06,4.687633756,-74.16129282,,,,,,,5.93,,,,14.23
,,28.39,19.5,41.3,28.93,60.0,16.25,65.38,4.687633756,-74.16129282,,,,,,,18.37,,,,13.65
,,35.32,20.81,41.75,31.01,70.0,21.24,80.25,4.687633756,-74.16129282,,,,,,,19.48,,,,13.73
,,33.73,27.24,62.22,43.08,77.0,24.28,81.21,4.687633756,-74.16129282,,,,,,,25.96,,,,13.47
,,33.44,24.65,54.07,39.01,82.0,26.69,77.29,4.687633756,-74.16129282,,,,,,,23.78,,,,14.58
,,42.44,27.74,49.53,39.61,78.0,24.97,81.72,4.687633756,-74.16129282,,,,,,,24.1,,,,14.42
,,31.19,10.14,23.3,15.95,56.0,14.43,72.94,4.687633756,-74.16129282,,,,,,,11.4,,,,12.79
,,29.84,32.87,69.15,49.39,77.0,24.59,77.66,4.687633756,-74.16129282,,,,,,,29.35,,,,12.37
,,27.25,32.04,66.66,49.14,92.0,31.72,79.43,4.687633756,-74.16129282,,,,,,,29.21,,,,12.3
,,34.37,23.94,51.53,38.48,77.0,24.25,86.2,4.687633756,-74.16129282,,,,,,,23.49,,,,12.5
,,30.83,24.04,54.69,37.95,75.0,23.39,77.38,4.687633756,-74.16129282,,,,,,,23.21,,,,13.71
,,37.58,40.71,99.31,71.57,114.0,40.69,82.75,4.687633756,-74.16129282,,,,,,,41.25,,,,13.69
,,34.55,41.7,92.45,66.12,103.0,36.11,85.53,4.687633756,-74.16129282,,,,,,,38.33,,,,12.31
,,36.95,27.23,60.41,43.99,86.0,28.91,85.0,4.687633756,-74.16129282,,,,,,,26.45,,,,13.62
,,28.74,13.68,27.58,20.39,58.0,15.31,77.39,4.687633756,-74.16129282,,,,,,,13.78,,,,14.09
,,34.15,17.27,33.93,24.77,56.0,14.63,74.79,4.687633756,-74.16129282,,,,,,,16.13,,,,12.4
,,39.47,22.83,45.86,33.76,64.0,18.34,63.37,4.687633756,-74.16129282,,,,,,,20.96,,,,14.13
,,42.07,31.08,66.07,47.93,83.0,27.53,71.82,4.687633756,-74.16129282,,,,,,,28.57,,,,14.28
,,24.17,32.82,71.44,50.86,97.0,33.94,79.47,4.687633756,-74.16129282,,,,,,,30.14,,,,13.77
,,37.85,30.52,69.76,48.71,82.0,26.9,77.41,4.687633756,-74.16129282,,,,,,,28.98,,,,14.91
,,34.96,7.97,14.96,10.56,57.0,14.73,80.67,4.687633756,-74.16129282,,,,,,,8.51,,,,13.0
,,24.67,11.59,26.72,18.2,53.0,12.83,68.32,4.687633756,-74.16129282,,,,,,,12.61,,,,14.29
,,39.84,12.19,27.7,18.28,52.0,12.65,74.07,4.687633756,-74.16129282,,,,,,,12.65,,,,14.38
,,28.84,20.93,44.16,32.07,71.0,21.73,68.55,4.687633756,-74.16129282,,,,,,,20.05,,,,15.52
,,24.89,16.58,36.66,25.44,61.0,16.76,67.09,4.687633756,-74.16129282,,,,,,,16.49,,,,15.35
,,35.11,27.97,65.54,44.85,75.0,23.37,82.45,4.687633756,-74.16129282,,,,,,,26.91,,,,14.1
,,38.9,28.31,63.71,44.75,83.0,27.31,79.95,4.687633756,-74.16129282,,,,,,,26.86,,,,13.56
,,31.53,22.38,47.59,33.88,81.0,26.55,79.02,4.687633756,-74.16129282,,,,,,,21.02,,,,14.11
,,33.35,10.08,21.82,15.28,55.0,14.06,77.03,4.687633756,-74.16129282,,,,,,,11.04,,,,13.28
,,33.04,13.23,24.91,18.97,54.0,13.63,76.58,4.687633756,-74.16129282,,,,,,,13.02,,,,14.2
,,33.08,25.55,62.28,39.84,77.0,24.51,69.37,4.687633756,-74.16129282,,,,,,,24.22,,,,13.2
,,30.73,27.66,64.28,43.66,75.0,23.63,73.61,4.687633756,-74.16129282,,,,,,,26.27,,,,12.48
,,37.61,34.57,77.74,53.39,91.0,31.17,74.95,4.687633756,-74.16129282,,,,,,,31.49,,,,12.66
,,38.03,36.92,78.83,56.44,90.0,30.88,80.98,4.687633756,-74.16129282,,,,,,,33.13,,,,13.76
,,34.56,40.66,88.45,66.05,99.0,34.92,82.93,4.687633756,-74.16129282,,,,,,,38.29,,,,14.7
,,28.41,18.39,40.08,28.66,76.0,23.8,80.08,4.687633756,-74.16129282,,,,,,,18.22,,,,13.26
,,22.95,17.74,35.85,27.19,66.0,19.14,80.37,4.687633756,-74.16129282,,,,,,,17.44,,,,14.27
,,38.69,26.4,55.02,41.01,75.0,23.65,88.07,4.687633756,-74.16129282,,,,,,,24.85,,,,13.17
,,30.82,32.03,75.17,51.08,82.0,27.03,85.32,4.687633756,-74.16129282,,,,,,,30.26,,,,13.61
,,30.43,10.74,21.94,16.22,61.0,16.98,86.42,4.687633756,-74.16129282,,,,,,,11.55,,,,13.6
,,37.39,50.73,111.65,84.86,121.0,43.63,85.41,4.687633756,-74.16129282,,,,,,,48.39,,,,12.98
,,24.89,11.74,26.94,19.77,61.0,16.97,80.02,4.687633756,-74.16129282,,,,,,,13.45,,,,14.83
,,38.12,20.28,48.85,34.73,72.0,22.22,86.5,4.687633756,-74.16129282,,,,,,,21.48,,,,13.82
,,30.05,15.86,38.2,27.43,61.0,16.87,87.26,4.687633756,-74.16129282,,,,,,,17.56,,,,12.4
,,31.13,21.98,52.78,35.03,72.0,21.92,80.61,4.687633756,-74.16129282,,,,,,,21.64,,,,14.09
,,28.38,19.94,47.71,33.56,74.0,23.17,81.22,4.687633756,-74.16129282,,,,,,,20.85,,,,14.88
,,32.99,20.53,46.37,32.38,59.0,15.94,87.44,4.687633756,-74.16129282,,,,,,,20.22,,,,13.61
,,22.89,25.53,62.91,42.29,68.0,20.15,82.45,4.687633756,-74.16129282,,,,,,,25.54,,,,14.95
,,30.85,14.38,27.0,20.85,52.0,12.64,86.55,4.687633756,-74.16129282,,,,,,,14.03,,,,13.95
,,26.42,4.46,8.96,6.49,35.0,8.46,83.18,4.687633756,-74.16129282,,,,,,,6.32,,,,13.98
,,22.78,26.83,63.44,44.15,80.0,26.06,78.74,4.687633756,-74.16129282,,,,,,,26.54,,,,13.2
,,39.95,35.19,77.86,55.1,92.0,31.5,75.11,4.687633756,-74.16129282,,,,,,,32.42,,,,15.01
,,30.46,31.21,72.0,49.57,83.0,27.13,73.84,4.687633756,-74.16129282,,,,,,,29.45,,,,15.41
,,29.31,27.92,57.59,41.16,74.0,23.09,86.79,4.687633756,-74.16129282,,,,,,,24.93,,,,11.93
,,24.97,10.88,24.82,17.31,58.0,15.33,77.64,4.687633756,-74.16129282,,,,,,,12.13,,,,14.73
,,28.43,15.1,50.94,27.38,67.0,19.86,77.76,4.687633756,-74.16129282,,,,,,,17.54,,,,14.82
,,25.44,17.08,37.58,26.4,60.0,16.35,78.21,4.687633756,-74.16129282,,,,,,,17.01,,,,14.18
,,31.53,27.43,61.62,44.64,83.0,27.19,80.96,4.687633756,-74.16129282,,,,,,,26.8,,,,14.31
,,26.97,16.75,33.86,25.32,64.0,18.12,78.84,4.687633756,-74.16129282,,,,,,,16.43,,,,14.74
,,33.41,17.47,34.36,27.45,68.0,20.24,87.99,4.687633756,-74.16129282,,,,,,,17.57,,,,12.96
,,30.76,12.1,21.1,15.4,59.0,15.7,84.39,4.687633756,-74.16129282,,,,,,,11.1,,,,12.95
,,33.56,44.67,94.08,69.63,125.0,45.28,88.27,4.687633756,-74.16129282,,,,,,,40.21,,,,12.11
,,28.21,30.58,70.88,49.7,96.0,33.59,83.87,4.687633756,-74.16129282,,,,,,,29.52,,,,13.57
,,29.88,16.57,33.07,24.82,65.0,18.8,82.33,4.687633756,-74.16129282,,,,,,,16.16,,,,14.3
,,26.76,20.61,40.94,31.69,63.0,17.72,79.12,4.687633756,-74.16129282,,,,,,,19.85,,,,15.12
,,25.44,20.13,39.27,28.82,64.0,18.18,77.48,4.687633756,-74.16129282,,,,,,,18.31,,,,14.84
,,29.47,17.91,41.15,28.03,68.0,20.06,76.12,4.687633756,-74.16129282,,,,,,,17.88,,,,14.28
,,30.87,25.97,58.49,38.79,79.0,25.61,77.95,4.687633756,-74.16129282,,,,,,,23.66,,,,13.16
,,29.69,15.91,31.21,23.4,65.0,18.7,87.93,4.687633756,-74.16129282,,,,,,,15.4,,,,13.44
,,31.44,15.29,36.82,25.55,66.0,19.28,82.61,4.687633756,-74.16129282,,,,,,,16.55,,,,13.6
,,30.95,20.02,39.14,30.14,67.0,19.49,81.88,4.687633756,-74.16129282,,,,,,,19.02,,,,13.51
,,25.1,16.99,37.43,26.88,64.0,18.45,79.93,4.687633756,-74.16129282,,,,,,,17.27,,,,15.39
,,28.63,22.13,47.31,33.94,62.0,17.37,75.68,4.687633756,-74.16129282,,,,,,,21.06,,,,15.23
,,28.91,17.7,47.6,28.61,65.0,18.63,73.56,4.687633756,-74.16129282,,,,,,,18.2,,,,14.39
,,26.22,25.59,60.06,39.98,78.0,25.17,75.27,4.687633756,-74.16129282,,,,,,,24.3,,,,13.57
,,35.86,36.78,85.06,60.45,91.0,31.08,76.18,4.687633756,-74.16129282,,,,,,,35.28,,,,14.07
,,26.06,17.84,38.28,26.96,66.0,19.34,74.2,4.687633756,-74.16129282,,,,,,,17.31,,,,15.98
,,25.59,22.7,49.5,36.55,76.0,24.19,74.08,4.687633756,-74.16129282,,,,,,,22.46,,,,15.43
,,27.26,29.27,67.88,47.58,82.0,26.62,76.7,4.687633756,-74.16129282,,,,,,,28.38,,,,14.05
,,34.43,30.59,69.4,48.88,86.0,28.85,86.73,4.687633756,-74.16129282,,,,,,,29.07,,,,13.19
,,36.95,32.0,65.88,48.83,82.0,26.76,88.07,4.687633756,-74.16129282,,,,,,,29.05,,,,12.84
,,29.19,8.82,25.28,14.67,53.0,12.83,83.06,4.687633756,-74.16129282,,,,,,,10.71,,,,13.19
,,29.14,17.01,41.45,27.54,60.0,16.4,74.02,4.687633756,-74.16129282,,,,,,,17.62,,,,13.51
,,24.51,11.0,25.52,17.76,46.0,11.15,71.46,4.687633756,-74.16129282,,,,,,,12.37,,,,15.02
,,30.72,26.45,56.8,40.96,80.0,26.07,77.05,4.687633756,-74.16129282,,,,,,,24.82,,,,14.38
,,23.3,16.26,35.18,25.22,57.0,14.83,71.63,4.687633756,-74.16129282,,,,,,,16.38,,,,14.07
,,31.91,21.38,45.44,31.97,68.0,20.02,77.45,4.687633756,-74.16129282,,,,,,,20.0,,,,13.57
,,29.51,15.46,38.87,27.4,61.0,16.93,84.92,4.687633756,-74.16129282,,,,,,,17.54,,,,13.18
,,24.26,16.83,38.68,27.79,62.0,17.17,81.81,4.687633756,-74.16129282,,,,,,,17.75,,,,13.48
,,20.27,18.35,47.53,33.32,67.0,19.86,74.67,4.687633756,-74.16129282,,,,,,,20.72,,,,15.09
,,20.19,32.71,75.8,52.01,85.0,28.38,71.66,4.687633756,-74.16129282,,,,,,,30.76,,,,13.81
,,30.82,40.73,104.23,72.47,105.0,37.28,78.7,4.687633756,-74.16129282,,,,,,,41.73,,,,14.5
,,30.31,34.36,74.66,54.06,103.0,36.47,77.98,4.687633756,-74.16129282,,,,,,,31.86,,,,12.77
,,29.06,30.66,68.66,47.42,87.0,29.19,77.9,4.687633756,-74.16129282,,,,,,,28.29,,,,13.65
,,29.51,18.77,39.83,28.54,92.0,31.46,77.61,4.687633756,-74.16129282,,,,,,,18.16,,,,13.46
,,30.38,27.27,61.61,41.91,74.0,22.88,71.26,4.687633756,-74.16129282,,,,,,,25.33,,,,12.97
,,29.05,26.9,58.64,40.65,77.0,24.38,66.67,4.687633756,-74.16129282,,,,,,,24.66,,,,13.12
,,30.02,28.42,60.88,42.13,83.0,27.31,71.09,4.687633756,-74.16129282,,,,,,,25.45,,,,13.03
,,37.32,28.81,65.8,44.12,78.0,24.71,70.46,4.687633756,-74.16129282,,,,,,,26.52,,,,13.71
,,28.22,18.77,40.06,28.43,64.0,18.48,75.29,4.687633756,-74.16129282,,,,,,,18.1,,,,12.46
,,36.1,19.69,43.1,30.42,72.0,22.13,70.51,4.687633756,-74.16129282,,,,,,,19.17,,,,12.9
,,40.5,24.05,53.87,37.75,75.0,23.33,70.75,4.687633756,-74.16129282,,,,,,,23.1,,,,13.72
,,39.74,26.42,54.92,39.88,84.0,27.94,73.47,4.687633756,-74.16129282,,,,,,,24.25,,,,13.89
,,34.86,22.03,46.94,33.95,82.0,26.73,70.55,4.687633756,-74.16129282,,,,,,,21.06,,,,14.67
,,34.24,33.4,69.44,49.56,82.0,26.93,71.69,4.687633756,-74.16129282,,,,,,,29.44,,,,13.13
,,34.07,31.12,66.75,49.14,85.0,28.42,72.8,4.687633756,-74.16129282,,,,,,,29.22,,,,15.34
,,26.04,14.97,32.13,22.79,61.0,16.74,64.12,4.687633756,-74.16129282,,,,,,,15.07,,,,14.52
,,35.44,17.19,34.83,26.17,62.0,17.53,64.46,4.687633756,-74.16129282,,,,,,,16.89,,,,12.14
,,31.61,48.06,102.73,75.22,117.0,41.84,67.94,4.687633756,-74.16129282,,,,,,,43.21,,,,13.05
,,23.96,21.52,44.08,32.84,77.0,24.27,62.83,4.687633756,-74.16129282,,,,,,,20.46,,,,16.46
,,21.99,55.86,123.98,96.24,119.0,42.71,74.07,4.687633756,-74.16129282,,,,,,,54.49,,,,14.47
,,41.7,35.42,78.37,56.7,92.0,31.55,72.5,4.687633756,-74.16129282,,,,,,,33.27,,,,15.6
,,20.07,32.87,73.68,54.53,88.0,29.51,76.3,4.687633756,-74.16129282,,,,,,,32.11,,,,14.59
,,32.57,18.16,42.52,31.0,68.0,20.32,82.86,4.687633756,-74.16129282,,,,,,,19.48,,,,13.82
,,32.59,8.15,18.86,13.67,42.0,10.11,78.96,4.687633756,-74.16129282,,,,,,,10.17,,,,14.65
,,30.34,12.01,21.96,17.23,46.0,10.93,74.0,4.687633756,-74.16129282,,,,,,,12.09,,,,14.62
,,30.6,15.1,27.6,21.49,58.0,15.24,73.7,4.687633756,-74.16129282,,,,,,,14.37,,,,14.95
,,33.95,31.43,73.31,51.87,88.0,29.88,77.17,4.687633756,-74.16129282,,,,,,,30.68,,,,14.33
,,35.76,24.02,52.28,37.85,74.0,22.85,73.77,4.687633756,-74.16129282,,,,,,,23.16,,,,14.94
,,34.32,22.87,54.92,39.39,79.0,25.25,86.24,4.687633756,-74.16129282,,,,,,,23.98,,,,13.06
,,29.84,11.19,23.32,16.49,53.0,13.2,77.35,4.687633756,-74.16129282,,,,,,,11.69,,,,12.61
,,32.31,7.87,16.16,12.28,46.0,11.07,86.01,4.687633756,-74.16129282,,,,,,,9.43,,,,12.54
,,29.44,14.24,28.76,21.18,66.0,19.39,86.14,4.687633756,-74.16129282,,,,,,,14.2,,,,12.78
,,34.71,32.76,72.26,52.88,94.0,32.37,87.43,4.687633756,-74.16129282,,,,,,,31.22,,,,13.1
,,26.16,28.49,64.7,44.34,79.0,25.44,79.06,4.687633756,-74.16129282,,,,,,,26.64,,,,13.69
,,23.2,7.67,17.5,12.09,62.0,17.1,78.33,4.687633756,-74.16129282,,,,,,,9.33,,,,13.84
,,30.11,15.73,31.67,24.28,60.0,16.15,80.75,4.687633756,-74.16129282,,,,,,,15.87,,,,13.98
,,28.81,7.3,15.97,11.52,33.0,7.96,81.78,4.687633756,-74.16129282,,,,,,,9.02,,,,13.06
,,21.75,39.84,90.97,65.35,97.0,33.74,78.56,4.687633756,-74.16129282,,,,,,,37.91,,,,14.0
,,37.68,32.58,74.35,51.99,86.0,28.97,85.19,4.687633756,-74.16129282,,,,,,,30.74,,,,12.66
,,31.45,16.41,32.94,23.39,63.0,17.85,76.12,4.687633756,-74.16129282,,,,,,,15.39,,,,13.57
,,32.77,33.0,73.43,52.05,85.0,28.42,86.95,4.687633756,-74.16129282,,,,,,,30.78,,,,12.25
,,29.04,25.82,56.11,40.45,79.0,25.27,78.62,4.687633756,-74.16129282,,,,,,,24.55,,,,13.09
,,30.83,25.79,54.3,40.37,80.0,25.71,80.25,4.687633756,-74.16129282,,,,,,,24.51,,,,11.95
,,32.38,14.52,29.38,21.18,61.0,16.74,73.22,4.687633756,-74.16129282,,,,,,,14.21,,,,12.25
,,26.88,4.56,11.36,6.49,34.0,8.08,72.4,4.687633756,-74.16129282,,,,,,,6.33,,,,13.61
,,32.41,28.62,59.89,44.29,71.0,21.76,67.17,4.687633756,-74.16129282,,,,,,,26.61,,,,12.86
,,34.41,34.39,75.75,52.4,87.0,29.09,71.94,4.687633756,-74.16129282,,,,,,,30.97,,,,13.53
,,35.88,23.78,54.94,37.33,76.0,23.91,64.68,4.687633756,-74.16129282,,,,,,,22.88,,,,12.41
,,38.66,28.3,66.06,44.93,83.0,27.49,66.89,4.687633756,-74.16129282,,,,,,,26.96,,,,14.39
,,31.34,34.36,80.27,55.05,90.0,30.78,64.58,4.687633756,-74.16129282,,,,,,,32.39,,,,13.11
,,31.88,30.22,67.75,47.44,82.0,26.68,66.83,4.687633756,-74.16129282,,,,,,,28.3,,,,13.9
,,42.25,26.75,68.53,42.65,79.0,25.44,68.61,4.687633756,-74.16129282,,,,,,,25.73,,,,14.6
,,27.32,28.05,59.65,43.29,91.0,30.94,70.88,4.687633756,-74.16129282,,,,,,,26.08,,,,14.19
,,32.13,34.02,77.57,54.99,95.0,33.2,69.37,4.687633756,-74.16129282,,,,,,,32.36,,,,15.74
,,38.99,30.31,68.7,48.32,79.0,25.35,69.27,4.687633756,-74.16129282,,,,,,,28.77,,,,12.07
,,23.03,23.13,48.96,35.27,73.0,22.76,46.97,4.687633756,-74.16129282,,,,,,,21.77,,,,15.49
,,41.72,30.24,65.74,47.33,82.0,26.79,68.34,4.687633756,-74.16129282,,,,,,,28.24,,,,12.4
,,37.17,23.04,51.94,36.06,68.0,20.1,71.44,4.687633756,-74.16129282,,,,,,,22.19,,,,12.99
,,39.23,14.24,28.75,21.93,58.0,15.52,67.84,4.687633756,-74.16129282,,,,,,,14.61,,,,14.04
,,42.67,29.96,60.85,43.99,76.0,23.91,70.04,4.687633756,-74.16129282,,,,,,,26.45,,,,13.38
,,37.48,21.98,46.49,34.21,72.0,22.15,70.25,4.687633756,-74.16129282,,,,,,,21.2,,,,14.4
,,40.05,26.81,54.22,41.23,83.0,27.2,72.06,4.687633756,-74.16129282,,,,,,,24.97,,,,13.23
,,41.88,24.82,48.69,36.38,74.0,23.13,71.21,4.687633756,-74.16129282,,,,,,,22.37,,,,14.93
,,35.61,22.65,49.5,35.1,69.0,20.72,71.4,4.687633756,-74.16129282,,,,,,,21.68,,,,14.63
,,37.59,24.71,51.67,38.49,73.0,22.7,74.17,4.687633756,-74.16129282,,,,,,,23.5,,,,13.47
,,35.76,26.34,55.99,39.92,77.0,24.66,70.63,4.687633756,-74.16129282,,,,,,,24.27,,,,14.32
,,33.17,23.49,48.86,35.44,80.0,25.95,69.92,4.687633756,-74.16129282,,,,,,,21.86,,,,15.47
,,31.6,29.68,62.79,46.87,91.0,30.9,70.93,4.687633756,-74.16129282,,,,,,,27.99,,,,14.91
,,29.73,31.1,64.54,46.95,88.0,29.77,81.23,4.687633756,-74.16129282,,,,,,,28.04,,,,13.4
,,38.29,25.98,50.68,39.54,76.0,23.84,78.56,4.687633756,-74.16129282,,,,,,,24.06,,,,14.56
,,30.93,30.08,66.22,47.73,84.0,27.63,77.18,4.687633756,-74.16129282,,,,,,,28.46,,,,13.99
,,33.19,19.9,39.45,29.29,60.0,16.51,62.23,4.687633756,-74.16129282,,,,,,,18.56,,,,14.1
,,42.59,33.46,75.58,53.52,86.0,28.64,84.44,4.687633756,-74.16129282,,,,,,,31.57,,,,12.12
,,34.97,28.58,64.13,46.28,87.0,29.05,81.7,4.687633756,-74.16129282,,,,,,,27.68,,,,12.2
,,37.79,36.74,83.34,59.92,130.0,47.33,75.36,4.687633756,-74.16129282,,,,,,,35.0,,,,14.65
,,24.69,32.98,71.79,51.68,82.0,26.78,70.75,4.687633756,-74.16129282,,,,,,,30.58,,,,14.76
,,21.07,30.57,62.27,46.12,83.0,27.35,58.1,4.687633756,-74.16129282,,,,,,,27.59,,,,16.32
,,36.17,38.13,88.13,61.06,97.0,34.18,66.78,4.687633756,-74.16129282,,,,,,,35.61,,,,14.3
,,33.86,42.93,93.53,68.12,102.0,35.71,64.55,4.687633756,-74.16129282,,,,,,,39.4,,,,15.13
,,31.5,34.21,71.02,52.01,91.0,31.34,72.21,4.687633756,-74.16129282,,,,,,,30.76,,,,14.74
,,33.24,24.11,50.82,37.33,76.0,24.11,67.64,4.687633756,-74.16129282,,,,,,,22.88,,,,15.86
,,35.25,30.92,64.63,47.76,82.0,26.91,75.07,4.687633756,-74.16129282,,,,,,,28.47,,,,16.35
,,32.12,19.77,38.32,28.53,64.0,18.08,69.59,4.687633756,-74.16129282,,,,,,,18.15,,,,16.0
,,29.87,6.91,15.93,10.67,49.0,11.85,68.38,4.687633756,-74.16129282,,,,,,,8.57,,,,16.66
,,27.93,1.9,5.05,2.57,38.0,9.1,74.28,4.687633756,-74.16129282,,,,,,,4.22,,,,15.28
,,28.53,20.67,43.56,31.95,66.0,19.44,74.69,4.687633756,-74.16129282,,,,,,,19.99,,,,15.17
,,34.08,24.42,49.35,38.79,73.0,22.58,86.52,4.687633756,-74.16129282,,,,,,,23.66,,,,13.78
,,43.39,16.57,35.26,26.0,67.0,19.67,83.07,4.687633756,-74.16129282,,,,,,,16.8,,,,14.07
,,32.6,14.86,33.8,24.05,59.0,16.05,84.21,4.687633756,-74.16129282,,,,,,,15.75,,,,14.12
,,28.32,27.33,60.36,42.96,95.0,33.2,84.29,4.687633756,-74.16129282,,,,,,,25.9,,,,13.37
,,33.58,18.16,38.77,28.74,73.0,22.59,85.67,4.687633756,-74.16129282,,,,,,,18.26,,,,13.83
,,26.03,37.17,81.69,58.83,95.0,32.88,90.75,4.687633756,-74.16129282,,,,,,,34.41,,,,12.7
